,index_1,index_2,text_1,text_2,label_1,label_2,phi_identification,A21_identification,Cohere_identification,Ministral_identification,gpt_identification,Llama_identification
0,0,1,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","This happened on the day December 3rd: 
 Illinois joined U.S. as its 21st state.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
The Zollverein (German Customs Union) begins the first regular census in Germany
President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.",4_5_8_10,4_5_8_10,True,True,True,True,True,True
1,0,2,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 2.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
 3.Illinois becomes the 21st U.S. state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.",4_5_8_10,4_5_8_10,True,False,True,True,True,True
2,0,3,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 3.The Zollverein (German Customs Union) begins the first regular census in Germany
 4.Illinois joined U.S. as its 21st state.",4_5_8_10,4_5_8_10,False,False,True,True,True,True
3,0,4,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 3.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 4.Illinois joined U.S. as its 21st state.",4_5_8_10,4_5_8_10,False,False,True,True,True,True
4,0,5,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.Illinois becomes the 21st U.S. state.
 2.The Zollverein (German Customs Union) begins the first regular census in Germany
 3.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 4.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.",4_5_8_10,4_5_8_10,True,False,True,True,True,True
5,0,6,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 2.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
 3.The Zollverein (German Customs Union) begins the first regular census in Germany
 4.Illinois joined U.S. as its 21st state.",4_5_8_10,4_5_8_10,False,False,True,True,True,True
6,0,7,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
 2.Illinois joined U.S. as its 21st state.
 3.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 4.The Zollverein (German Customs Union) begins the first regular census in Germany",4_5_8_10,4_5_8_10,False,True,True,True,True,True
7,0,8,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","Throughout history the following happened on the day 12/3: 
 1.The Zollverein (German Customs Union) begins the first regular census in Germany
 2.Illinois joined U.S. as its 21st state.
 3.President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
 4.Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.",4_5_8_10,4_5_8_10,True,False,True,True,True,True
8,0,9,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","This happened on the day December 3rd: 
 The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
Illinois joined U.S. as its 21st state.
President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.",4_5_8_10,4_5_8_10,True,True,True,True,True,True
9,0,10,"Throughout history the following happened on the day 12/3: 
 1.Ayatollah Ruhollah Khomeini becomes the first Supreme Leader of Iran.
 2.The first regular census was conducted by The Zollverein (German Customs Union) in Germany.
 3.Illinois joined U.S. as its 21st state.
 4.President Herbert Hoover presents a written message as his first State of the Union message to Congress rather than a speech.","This happened on the day December 3rd: 
 President Herbert Hoover delivers his first State of the Union message to Congress. It is presented in the form of a written message rather than a speech.
Iran has its first Supreme Leader: Ayatollah Ruhollah Khomeini.
The Zollverein (German Customs Union) begins the first regular census in Germany
Illinois becomes the 21st U.S. state.",4_5_8_10,4_5_8_10,True,True,True,True,True,True
